customer_id,customer_name,gender,age,customer_segment,registration_date,total_rides,average_rating_given,repeat_customer,city,district
3569,Tanya Walters,Male,65,Premium,2023-08-24,599,4.67,True,Lima,San Miguel
3570,Vincent Kelly,Female,39,Regular,2024-01-02,349,4.75,True,Lima,Miraflores
3571,Luis Hudson,Male,60,Regular,2021-09-14,6,4.15,False,Lima,Miraflores
3572,Natalie Chan,Male,23,Premium,2021-06-24,780,4.99,True,Lima,San Miguel
3573,Lauren Young,Male,23,Regular,2021-03-05,381,4.46,True,Lima,La Molina
3574,Andrew Baker,Female,52,Regular,2021-07-04,51,4.4,True,Lima,San Miguel
3575,Mark Cain,Male,64,Regular,2021-03-25,323,3.66,True,Lima,Barranco
3576,Jeffrey Porter DDS,Female,61,Business,2021-03-22,720,4.76,True,Lima,San Isidro
3577,Tracy Stevens MD,Female,36,Premium,2024-06-15,556,4.35,True,Lima,Surco
3578,Isabella Cervantes PhD,Male,56,Regular,2020-12-18,280,3.98,True,Lima,Callao
3579,Randy Hall,Female,51,Regular,2023-03-08,148,3.89,True,Lima,San Isidro
3580,Joshua Young,Female,50,Regular,2023-05-09,391,3.77,True,Lima,Callao
3581,Tiffany Thomas,Female,48,Premium,2024-08-26,361,5.0,True,Lima,Miraflores
3582,Colleen Newton,Male,20,Regular,2023-05-01,240,4.97,True,Lima,Callao
3583,Cynthia Hicks,Female,33,Regular,2025-02-23,339,5.0,True,Lima,Los Olivos
3584,Sandra George,Male,41,Regular,2024-11-13,175,3.69,True,Lima,Ate
3585,Clinton Petersen,Female,42,Regular,2021-08-20,77,4.34,True,Lima,Callao
3586,Tyler Davis,Male,35,Regular,2020-10-19,212,3.65,True,Lima,Ate
3587,Angelica Robinson,Female,60,Regular,2020-09-26,165,3.95,True,Lima,Miraflores
3588,Thomas King,Female,64,Regular,2024-12-05,88,3.84,True,Lima,Miraflores
3589,Travis Hanson,Female,21,Regular,2023-07-19,21,4.92,False,Lima,Los Olivos
3590,Ronald Moody,Female,57,Regular,2021-09-12,211,4.1,True,Lima,San Miguel
3591,Jacob Garner,Male,26,Premium,2025-06-29,57,4.92,True,Lima,San Isidro
3592,Joan Thompson,Male,43,Regular,2023-07-18,25,4.6,False,Lima,Surco
3593,Gina Baker,Male,34,Premium,2023-12-05,167,5.0,True,Lima,Surco
3594,Christopher Russell,Male,53,Business,2026-01-10,1398,4.4,True,Lima,Centro de Lima
3595,Nicole Williamson MD,Male,42,Regular,2020-11-08,128,4.93,True,Lima,La Molina
3596,Stephanie Randolph,Female,35,Regular,2023-07-04,33,4.87,False,Lima,La Molina
3597,Stacy Davis,Male,62,Regular,2024-08-26,34,3.81,False,Lima,Los Olivos
3598,Kevin Taylor,Male,51,Regular,2024-02-29,152,4.8,True,Lima,Callao
3599,Shawn Fernandez,Female,44,Regular,2021-02-10,342,4.47,True,Lima,Surco
3600,Melissa Fuentes,Female,63,Regular,2021-11-27,125,4.19,True,Lima,Barranco
3601,Kathleen Yates,Female,31,Regular,2021-02-19,372,3.89,True,Lima,San Isidro
3602,Veronica Le,Female,23,Regular,2025-10-19,399,3.94,True,Lima,Centro de Lima
3603,Michael Guzman,Female,36,Premium,2024-01-11,881,5.0,True,Lima,Los Olivos
3604,William Mcdowell,Female,36,Regular,2022-07-18,385,4.3,True,Lima,Miraflores
3605,James Pratt,Female,39,Regular,2025-03-02,118,4.69,True,Lima,Ate
3606,Andrew Herman,Male,64,Regular,2022-11-16,151,3.9,True,Lima,Miraflores
3607,Stephanie Lee,Female,37,Regular,2020-10-10,241,3.91,True,Lima,Los Olivos
3608,Heather Bates,Male,32,Premium,2024-09-11,337,4.92,True,Lima,San Isidro
3609,Heather Hood,Male,35,Regular,2021-10-23,285,3.63,True,Lima,San Miguel
3610,Dylan Fields,Female,57,Premium,2022-07-20,177,4.48,True,Lima,Miraflores
3611,Stephanie Baker,Male,36,Regular,2025-11-09,175,4.32,True,Lima,Miraflores
3612,Sarah Hicks,Male,31,Business,2023-11-25,676,4.72,True,Lima,La Molina
3613,Allison Green,Female,30,Regular,2025-07-01,392,4.21,True,Lima,Ate
3614,Zachary Abbott,Male,43,Regular,2022-10-17,162,4.5,True,Lima,La Molina
3615,Kathryn Mendoza,Male,23,Premium,2025-10-26,865,4.81,True,Lima,San Isidro
3616,Thomas Shah,Female,64,Premium,2025-05-03,505,4.82,True,Lima,San Isidro
3617,Shawn Stark,Male,33,Regular,2023-11-26,311,3.81,True,Lima,Callao
3618,Pamela Black,Male,49,Regular,2023-09-20,348,4.16,True,Lima,La Molina
3619,Kurt Spencer,Female,32,Regular,2021-09-22,330,4.9,True,Lima,Miraflores
3620,Shannon Wilson,Male,23,Premium,2021-05-30,75,4.87,True,Lima,Callao
3621,Andrew Blevins,Female,42,Premium,2021-06-04,548,4.19,True,Lima,San Isidro
3622,Lisa Rose,Female,53,Regular,2025-12-27,257,4.48,True,Lima,Ate
3623,Andrea Smith,Male,31,Premium,2023-11-01,50,4.01,True,Lima,Miraflores
3624,Christopher Briggs,Male,39,Business,2026-05-01,140,4.71,True,Lima,Los Olivos
3625,Tyler Pace,Male,33,Regular,2020-08-13,66,5.0,True,Lima,Los Olivos
3626,Eric Snow,Female,34,Regular,2026-05-14,327,3.83,True,Lima,Surco
3627,Claudia Thomas,Male,64,Premium,2023-01-25,650,4.35,True,Lima,Los Olivos
3628,Susan Alexander,Male,43,Business,2020-10-21,1351,4.85,True,Lima,San Miguel
3629,Cynthia Howard,Male,21,Regular,2022-03-02,178,3.53,True,Lima,San Isidro
3630,Stephen Cooper,Male,51,Regular,2024-03-26,37,3.98,False,Lima,Callao
3631,Amanda Chen,Female,32,Regular,2025-11-18,277,4.6,True,Lima,La Molina
3632,Seth Smith,Female,19,Regular,2023-02-11,245,3.98,True,Lima,Callao
3633,Michael Jones,Male,28,Regular,2021-01-19,209,4.18,True,Lima,Barranco
3634,Kenneth Hamilton Jr.,Male,22,Business,2026-01-16,1322,4.85,True,Lima,La Molina
3635,Karen Tran,Female,44,Regular,2021-01-06,172,4.51,True,Lima,San Isidro
3636,Tyler Duffy,Female,26,Regular,2022-12-24,19,4.43,False,Lima,Ate
3637,Aaron Stevens,Male,41,Regular,2022-06-15,383,4.13,True,Lima,Miraflores
3638,Rebecca Stephens,Male,49,Premium,2022-02-11,385,4.71,True,Lima,Los Olivos
3639,Isabella Arnold,Male,51,Regular,2021-12-05,381,4.24,True,Lima,San Isidro
3640,Bryan Butler,Female,19,Regular,2020-12-14,66,4.53,True,Lima,Miraflores
3641,Ann Flowers,Male,41,Business,2024-01-22,193,4.6,True,Lima,Los Olivos
3642,Crystal Craig,Male,19,Regular,2021-05-23,312,4.21,True,Lima,Los Olivos
3643,Alison Quinn,Male,38,Regular,2024-01-11,234,3.81,True,Lima,La Molina
3644,Frank Harrington,Male,34,Regular,2023-02-19,90,4.28,True,Lima,San Miguel
3645,David Thompson,Male,45,Regular,2022-06-26,221,3.89,True,Lima,Callao
3646,Mr. John Hamilton,Female,45,Regular,2021-01-18,321,3.74,True,Lima,Ate
3647,Debbie Martin,Male,51,Regular,2021-02-10,74,4.43,True,Lima,Surco
3648,James Callahan,Male,33,Regular,2026-05-02,21,4.41,False,Lima,Surco
3649,Steve Nelson,Female,30,Premium,2025-08-20,45,4.83,False,Lima,San Miguel
3650,Ashley Francis MD,Male,44,Regular,2024-12-06,245,4.08,True,Lima,Miraflores
3651,Alexandra Curtis,Female,57,Regular,2025-01-23,331,4.5,True,Lima,San Isidro
3652,Ryan Bryant,Female,46,Regular,2024-07-08,342,4.58,True,Lima,Miraflores
3653,Jay Martinez,Female,54,Regular,2026-01-02,25,4.52,False,Lima,Callao
3654,Heather Bradley,Female,36,Premium,2025-10-14,862,4.35,True,Lima,Callao
3655,Jessica Norris,Female,34,Regular,2020-11-23,9,4.37,False,Lima,Callao
3656,Carl Phillips,Female,57,Premium,2020-06-22,452,4.71,True,Lima,Callao
3657,Chris Evans,Female,53,Premium,2021-01-12,839,4.6,True,Lima,Callao
3658,Jacob Oliver,Female,23,Premium,2021-02-04,803,3.97,True,Lima,Ate
3659,Christy Peters,Female,55,Regular,2024-11-29,275,4.38,True,Lima,Los Olivos
3660,Nicholas Higgins,Male,27,Regular,2024-02-29,292,5.0,True,Lima,San Miguel
3661,Jerry Hill,Male,50,Regular,2021-07-18,151,4.12,True,Lima,Surco
3662,Alejandro Dillon,Male,30,Regular,2023-12-28,100,3.94,True,Lima,San Isidro
3663,Yolanda Hines,Male,36,Regular,2022-09-21,400,4.49,True,Lima,Barranco
3664,Laura Maldonado,Female,54,Premium,2020-10-20,480,4.69,True,Lima,Ate
3665,Daisy Thomas,Female,57,Business,2023-06-29,192,4.94,True,Lima,Miraflores
3666,Jennifer Kelly,Male,43,Business,2023-02-01,1048,4.45,True,Lima,San Isidro
3667,Brandon Russo,Male,59,Regular,2025-10-30,214,4.67,True,Lima,Centro de Lima
3668,Michael Greene,Female,53,Regular,2022-12-13,111,4.6,True,Lima,La Molina
3669,Brandy Johnson,Female,60,Regular,2023-05-05,113,4.23,True,Lima,Callao
3670,Jessica Wade DVM,Male,51,Business,2021-10-30,1411,4.77,True,Lima,Barranco
3671,Brian Heath,Male,36,Regular,2023-02-25,288,4.81,True,Lima,Miraflores
3672,James Collins,Male,27,Premium,2025-08-31,457,4.86,True,Lima,Callao
3673,Greg Dawson,Male,53,Regular,2025-07-27,175,3.73,True,Lima,Barranco
3674,Jeffrey Hamilton,Female,52,Regular,2023-06-07,391,4.71,True,Lima,Barranco
3675,Michael Barry,Male,53,Regular,2021-01-25,137,4.27,True,Lima,Los Olivos
3676,Lisa Stevens,Female,58,Regular,2024-01-15,177,4.34,True,Lima,San Isidro
3677,Heather Martin,Male,53,Business,2020-08-18,523,4.71,True,Lima,Centro de Lima
3678,Teresa Carter,Male,30,Premium,2021-01-07,140,4.55,True,Lima,Ate
3679,Rebecca Wise,Male,34,Regular,2020-07-15,173,4.9,True,Lima,La Molina
3680,Marisa Oconnell,Male,33,Premium,2023-08-16,448,4.57,True,Lima,Callao
3681,Daniel Davis,Female,58,Premium,2021-03-08,358,4.26,True,Lima,Miraflores
3682,Timothy Bowen,Male,48,Premium,2023-03-26,892,4.48,True,Lima,La Molina
3683,Deborah Henderson,Female,56,Regular,2023-05-04,342,4.39,True,Lima,Los Olivos
3684,Shelby Hensley,Male,21,Business,2024-09-24,877,4.95,True,Lima,San Isidro
3685,Hailey Small,Female,50,Premium,2023-10-17,821,4.78,True,Lima,La Molina
3686,Kevin Garcia,Male,57,Regular,2020-09-27,343,3.87,True,Lima,San Miguel
3687,Robert Cook,Male,21,Premium,2026-03-09,883,5.0,True,Lima,San Isidro
3688,Kayla Richmond,Female,23,Regular,2023-10-15,29,4.43,False,Lima,Surco
3689,Brenda Martinez,Female,21,Regular,2024-01-28,38,4.94,False,Lima,Centro de Lima
3690,Michael Lin,Male,55,Regular,2020-09-28,91,4.22,True,Lima,Centro de Lima
3691,Aaron Conner,Male,21,Regular,2023-11-25,322,4.57,True,Lima,San Miguel
3692,Katherine Melton,Female,19,Regular,2024-01-28,144,4.72,True,Lima,Centro de Lima
3693,Kristi Johnson,Female,43,Regular,2023-10-11,307,4.91,True,Lima,Barranco
3694,Howard Walters,Male,64,Regular,2021-11-05,230,4.83,True,Lima,Los Olivos
3695,Shane White,Male,56,Premium,2025-09-07,461,4.86,True,Lima,Barranco
3696,Jennifer Cook,Male,65,Regular,2023-05-24,285,4.14,True,Lima,Centro de Lima
3697,Jessica Taylor,Female,42,Premium,2024-02-18,885,4.43,True,Lima,Miraflores
3698,Laura Gutierrez,Male,34,Business,2021-02-20,1237,4.77,True,Lima,Miraflores
3699,Judy Gentry,Female,22,Regular,2023-09-12,269,4.77,True,Lima,La Molina
3700,Luis Harper,Male,23,Regular,2023-03-22,233,4.19,True,Lima,Barranco
3701,David Stewart,Female,63,Business,2021-06-01,723,4.91,True,Lima,Barranco
3702,Jesse Solis,Male,47,Regular,2022-02-13,206,5.0,True,Lima,Ate
3703,Mary Adams,Male,31,Business,2025-05-28,1030,4.52,True,Lima,Barranco
3704,Chelsey Padilla,Male,18,Regular,2024-03-25,41,3.88,False,Lima,Los Olivos
3705,Brittany Williams,Female,33,Regular,2021-12-05,385,4.23,True,Lima,Ate
3706,Justin Madden,Male,47,Business,2022-10-17,730,4.76,True,Lima,Centro de Lima
3707,Robert Wells,Female,25,Regular,2025-06-23,177,4.04,True,Lima,La Molina
3708,Brian Lopez,Female,37,Regular,2025-09-09,39,4.98,False,Lima,Surco
3709,Daniel Mendoza,Male,55,Regular,2023-11-10,372,4.51,True,Lima,San Miguel
3710,Gabrielle Holland,Female,50,Regular,2022-01-18,203,4.32,True,Lima,Miraflores
3711,Timothy Green,Female,35,Business,2022-08-26,273,4.41,True,Lima,Surco
3712,Jose Chavez,Female,31,Business,2025-04-12,564,4.44,True,Lima,Surco
3713,William Mason,Female,52,Premium,2022-10-12,447,4.68,True,Lima,San Isidro
3714,Robin Watkins,Female,60,Business,2026-01-27,1028,4.27,True,Lima,Ate
3715,Dwayne Holland,Male,18,Regular,2023-01-22,96,4.81,True,Lima,Barranco
3716,Nicholas Aguilar,Male,24,Regular,2022-04-01,252,4.22,True,Lima,La Molina
3717,Olivia Smith,Male,54,Regular,2022-09-05,215,5.0,True,Lima,Ate
3718,Abigail Allen,Female,32,Regular,2025-04-29,252,5.0,True,Lima,Los Olivos
3719,Michael Green,Male,25,Premium,2021-07-18,277,4.55,True,Lima,Ate
3720,Lisa Turner,Female,44,Regular,2021-07-21,349,4.25,True,Lima,Miraflores
3721,Taylor Harris,Female,65,Regular,2023-09-20,294,4.8,True,Lima,Miraflores
3722,Michele Mays,Female,43,Regular,2023-11-26,360,5.0,True,Lima,San Isidro
3723,Anthony Elliott,Male,43,Regular,2021-08-20,359,3.48,True,Lima,Centro de Lima
3724,Samantha Peters,Male,18,Regular,2021-01-19,208,3.41,True,Lima,San Miguel
3725,Michael Ritter,Male,23,Premium,2025-06-30,425,4.41,True,Lima,Barranco
3726,Tiffany Brown,Female,38,Regular,2023-05-13,323,4.59,True,Lima,Barranco
3727,Brian Smith,Female,18,Regular,2022-02-18,202,4.55,True,Lima,San Miguel
3728,Julia Cochran,Male,61,Regular,2020-08-08,230,4.83,True,Lima,Surco
3729,Briana Morgan,Male,51,Regular,2021-08-15,77,3.7,True,Lima,Barranco
3730,Clifford Thomas,Male,38,Regular,2022-09-19,293,3.14,True,Lima,Callao
3731,Meredith Holland,Male,53,Regular,2020-08-21,234,4.73,True,Lima,Callao
3732,Brian Owens,Female,33,Regular,2024-01-26,350,3.89,True,Lima,Los Olivos
3733,Danielle Taylor,Female,52,Regular,2020-11-12,278,3.29,True,Lima,Miraflores
3734,Joseph Meyer,Male,39,Business,2024-09-05,339,4.73,True,Lima,Miraflores
3735,Bethany Martin,Male,60,Business,2024-06-24,1496,4.86,True,Lima,Ate
3736,Seth Fowler,Female,50,Regular,2020-07-10,369,4.24,True,Lima,Surco
3737,Nicole Dunn,Female,65,Regular,2024-02-03,153,4.07,True,Lima,Callao
3738,Edward Beasley,Male,59,Regular,2024-02-06,323,4.22,True,Lima,San Isidro
3739,Joshua Cook,Female,20,Regular,2023-05-05,232,4.11,True,Lima,Centro de Lima
3740,Stephanie Alvarez,Male,52,Regular,2021-07-28,92,3.63,True,Lima,Los Olivos
3741,Amanda Solis,Male,52,Regular,2026-04-07,245,3.94,True,Lima,Barranco
3742,Samuel Daniels,Female,35,Regular,2022-07-10,316,4.56,True,Lima,Los Olivos
3743,Crystal Lopez,Male,64,Premium,2021-04-08,668,4.7,True,Lima,Centro de Lima
3744,Jason Skinner,Female,42,Regular,2020-12-09,273,4.38,True,Lima,Ate
3745,Justin Everett,Female,50,Regular,2024-11-12,320,3.8,True,Lima,Centro de Lima
3746,Molly Holland,Male,38,Premium,2021-08-01,197,4.55,True,Lima,Ate
3747,Heather Alexander,Male,59,Regular,2021-02-24,253,3.21,True,Lima,Ate
3748,Maria Bentley,Male,43,Regular,2022-03-15,269,4.39,True,Lima,Barranco
3749,Jessica Parker,Female,21,Regular,2025-04-05,122,5.0,True,Lima,Surco
3750,Christian Jones,Female,42,Premium,2021-04-27,719,4.16,True,Lima,Los Olivos
3751,Joshua Hoover,Female,54,Premium,2024-01-01,379,4.42,True,Lima,Miraflores
3752,Colleen Hill,Male,35,Regular,2023-05-19,64,4.46,True,Lima,Ate
3753,Steven Shah,Female,41,Regular,2022-06-25,383,4.93,True,Lima,Surco
3754,Jared Peterson,Female,47,Regular,2024-01-15,269,4.08,True,Lima,Callao
3755,Eddie Jenkins,Female,57,Regular,2023-02-08,72,3.95,True,Lima,Surco
3756,Matthew Foley,Male,61,Regular,2022-01-09,127,3.32,True,Lima,Ate
3757,Terry Walker,Female,32,Premium,2025-12-06,315,4.63,True,Lima,La Molina
3758,Diane Marshall,Male,39,Regular,2021-01-24,294,5.0,True,Lima,Los Olivos
3759,Alvin Turner,Female,29,Regular,2022-10-02,41,4.44,False,Lima,Ate
3760,Jessica Taylor,Female,29,Premium,2024-08-20,779,4.59,True,Lima,San Miguel
3761,Michael Porter,Male,43,Regular,2023-12-08,295,4.46,True,Lima,Callao
3762,Anna Morton,Male,39,Regular,2025-08-11,356,4.29,True,Lima,Ate
3763,Rebecca Perez,Female,24,Regular,2023-05-26,352,3.89,True,Lima,La Molina
3764,Mary Peterson,Male,53,Premium,2024-04-05,556,4.85,True,Lima,Los Olivos
3765,Timothy Reynolds,Female,51,Regular,2022-11-26,14,4.41,False,Lima,Surco
3766,Paul Sanders,Female,19,Business,2025-08-13,1224,4.7,True,Lima,Callao
3767,Kayla Shepard,Female,34,Regular,2026-03-02,250,3.81,True,Lima,La Molina
3768,Kimberly Williamson,Male,61,Regular,2024-06-09,157,4.95,True,Lima,Ate
3769,Ronald Lewis,Male,48,Premium,2022-05-22,116,4.8,True,Lima,Callao
3770,Kristy Pena,Male,51,Regular,2021-11-11,25,4.02,False,Lima,San Miguel
3771,Jacqueline Wade,Male,23,Regular,2024-12-31,138,4.8,True,Lima,San Miguel
3772,Malik Alvarez,Male,38,Regular,2025-02-27,158,4.05,True,Lima,Surco
3773,Leonard Smith,Female,30,Regular,2022-05-12,168,3.91,True,Lima,San Isidro
3774,Heather Jones,Female,57,Regular,2024-03-16,89,3.92,True,Lima,La Molina
3775,George Haley,Male,33,Premium,2022-01-28,527,4.07,True,Lima,Los Olivos
3776,Laura Singh,Male,19,Regular,2022-05-12,163,4.54,True,Lima,Callao
3777,Kenneth Adams,Male,36,Regular,2020-08-28,77,3.38,True,Lima,San Isidro
3778,Michael Smith,Male,47,Regular,2026-01-04,182,3.69,True,Lima,Los Olivos
3779,Diane Lewis,Female,53,Regular,2021-03-28,63,3.26,True,Lima,Miraflores
3780,Cathy Jones,Female,18,Regular,2024-06-21,68,4.26,True,Lima,Surco
3781,Roy Mccann,Female,43,Regular,2020-11-03,121,4.22,True,Lima,Barranco
3782,Danielle Wolf,Female,44,Premium,2025-02-27,378,4.5,True,Lima,Miraflores
3783,Jennifer Howard,Female,46,Business,2022-02-22,1275,4.49,True,Lima,Ate
3784,Gabriella Novak,Male,26,Regular,2023-01-27,153,3.71,True,Lima,Centro de Lima
3785,Eric White,Female,65,Premium,2023-08-19,562,4.74,True,Lima,Surco
3786,Andrew Gray,Female,41,Regular,2025-04-21,174,4.02,True,Lima,San Miguel
3787,Nathan Beard,Female,29,Premium,2021-10-09,668,4.69,True,Lima,Ate
3788,Brian Rodriguez,Male,23,Regular,2023-06-24,315,3.86,True,Lima,Los Olivos
3789,Nancy Hampton,Male,18,Business,2023-03-13,132,4.74,True,Lima,Miraflores
3790,Phyllis Scott,Female,58,Regular,2022-08-22,158,4.95,True,Lima,La Molina
3791,Nicholas Williams,Male,33,Regular,2024-04-23,119,4.59,True,Lima,Barranco
3792,John Russell,Female,38,Regular,2021-07-11,60,4.09,True,Lima,San Isidro
3793,Audrey Shaffer,Female,48,Regular,2026-02-16,166,4.43,True,Lima,Miraflores
3794,Nicole Rodriguez,Female,53,Regular,2022-09-29,325,4.18,True,Lima,Barranco
3795,Christopher Munoz,Female,36,Regular,2025-03-07,146,4.3,True,Lima,Ate
3796,Lori Castro,Female,55,Regular,2023-03-09,197,4.14,True,Lima,Callao
3797,Christian Mejia,Male,49,Business,2024-01-19,1084,4.67,True,Lima,La Molina
3798,Bonnie White,Female,64,Regular,2025-12-12,327,4.41,True,Lima,Surco
3799,Linda Giles,Male,26,Regular,2024-10-20,77,3.8,True,Lima,San Miguel
3800,Caroline Ramirez,Male,41,Premium,2023-03-01,796,4.3,True,Lima,Surco
3801,Brian Baker,Male,29,Regular,2025-01-25,36,3.61,False,Lima,Ate
3802,Michael Parker,Male,30,Premium,2022-04-19,148,4.12,True,Lima,San Isidro
3803,Felicia Boyd,Male,59,Regular,2025-10-10,311,3.69,True,Lima,Miraflores
3804,Miss Jennifer Richardson,Male,21,Regular,2023-05-05,320,4.38,True,Lima,Los Olivos
3805,Catherine Townsend,Male,44,Premium,2025-05-22,132,4.33,True,Lima,Surco
3806,Barbara Wood,Female,40,Regular,2020-07-22,105,4.56,True,Lima,Miraflores
3807,Evelyn Salinas,Female,43,Regular,2025-10-29,393,4.32,True,Lima,Ate
3808,Grant Bartlett,Female,29,Premium,2023-03-31,721,4.01,True,Lima,Barranco
3809,Kristina Leblanc,Female,38,Premium,2020-12-09,531,4.8,True,Lima,Surco
3810,Jonathan Warren,Female,48,Premium,2021-09-14,411,4.84,True,Lima,Barranco
3811,Richard Anthony,Male,38,Regular,2023-08-21,293,3.8,True,Lima,Barranco
3812,Julie Anderson,Female,42,Regular,2020-07-03,262,4.51,True,Lima,Ate
3813,Tiffany Larsen,Female,21,Regular,2026-03-18,53,3.87,True,Lima,Ate
3814,Timothy Dunn,Female,25,Premium,2023-10-01,775,4.63,True,Lima,Centro de Lima
3815,Maria Butler,Male,30,Regular,2023-10-31,235,3.67,True,Lima,Centro de Lima
3816,Anthony Martinez,Male,54,Premium,2021-08-28,785,4.06,True,Lima,Callao
3817,Gabriel Lee,Female,29,Business,2020-11-24,139,4.62,True,Lima,Barranco
3818,Amber Robertson,Male,65,Regular,2024-11-14,291,4.24,True,Lima,Los Olivos
3819,Marc Warren,Female,38,Premium,2024-03-28,143,4.48,True,Lima,Callao
3820,Holly Wilson PhD,Male,53,Regular,2025-12-15,156,3.71,True,Lima,Ate
3821,Kelli Fisher DVM,Female,59,Regular,2021-10-12,86,4.1,True,Lima,San Miguel
3822,Raymond Blevins,Male,38,Premium,2025-05-09,290,4.68,True,Lima,Ate
3823,Peter Perry,Female,25,Business,2020-11-18,626,4.69,True,Lima,Centro de Lima
3824,James Silva,Female,32,Premium,2023-04-26,514,4.65,True,Lima,Barranco
3825,Kenneth Williams,Male,19,Premium,2025-06-22,336,4.4,True,Lima,Callao
3826,Kristen Gonzalez,Female,57,Regular,2024-07-17,130,4.89,True,Lima,San Isidro
3827,Jimmy Goodman MD,Female,18,Regular,2023-02-11,229,3.71,True,Lima,Barranco
3828,Jillian Zavala,Male,28,Regular,2025-01-04,226,4.54,True,Lima,Miraflores
3829,Erica Mata,Female,51,Regular,2020-10-10,342,4.89,True,Lima,Centro de Lima
3830,Diana Fields,Female,63,Premium,2026-05-08,259,4.74,True,Lima,San Miguel
3831,Jared Henderson,Male,26,Regular,2020-07-14,286,4.2,True,Lima,Barranco
3832,Anthony Kelley,Male,26,Regular,2021-09-28,346,4.04,True,Lima,San Miguel
3833,John Williams,Male,53,Regular,2025-10-03,372,4.82,True,Lima,La Molina
3834,Dawn Marks,Female,53,Regular,2024-02-05,23,3.59,False,Lima,Centro de Lima
3835,Jacqueline Lee,Female,51,Regular,2024-09-30,352,3.81,True,Lima,Ate
3836,Dr. Russell Miller DVM,Female,40,Regular,2025-11-07,292,4.1,True,Lima,La Molina
3837,Lauren Campos,Female,60,Regular,2025-09-05,370,4.92,True,Lima,Ate
3838,Ryan Logan,Female,21,Regular,2026-04-27,122,4.49,True,Lima,Miraflores
3839,Tiffany Delacruz,Female,33,Regular,2024-03-16,143,3.82,True,Lima,Los Olivos
3840,Leslie Malone,Female,25,Regular,2024-12-04,294,4.14,True,Lima,Centro de Lima
3841,Frank Mullins,Male,64,Regular,2023-03-15,84,3.99,True,Lima,Callao
3842,Kimberly Jenkins,Male,27,Premium,2026-04-02,135,4.39,True,Lima,Callao
3843,Sandy Brewer,Female,60,Regular,2021-10-07,374,4.79,True,Lima,Miraflores
3844,Ryan Mayer,Female,35,Regular,2020-10-08,102,3.61,True,Lima,Ate
3845,Jeremy Cole,Male,18,Regular,2025-03-08,314,5.0,True,Lima,Callao
3846,James Ferguson,Male,31,Regular,2022-04-27,241,4.71,True,Lima,Callao
3847,Gabriela Brown,Male,27,Regular,2022-08-18,312,4.85,True,Lima,Los Olivos
3848,Juan Parker,Male,25,Regular,2024-04-14,78,4.07,True,Lima,La Molina
3849,John Chang,Female,44,Regular,2021-08-05,352,4.23,True,Lima,Centro de Lima
3850,William Lester,Male,25,Premium,2026-02-28,182,4.17,True,Lima,Callao
3851,Barbara Doyle,Male,25,Premium,2023-01-04,729,4.44,True,Lima,San Isidro
3852,Tony Mercado,Male,29,Regular,2023-11-10,54,4.55,True,Lima,Miraflores
3853,Tyler Scott,Male,46,Regular,2025-09-23,370,4.95,True,Lima,Barranco
3854,Elizabeth Wells,Female,33,Premium,2025-09-17,717,4.27,True,Lima,La Molina
3855,Mathew Jones,Male,36,Business,2021-12-08,518,4.63,True,Lima,Callao
3856,Jack Peterson,Female,31,Regular,2020-12-24,195,4.22,True,Lima,Ate
3857,Tiffany King,Female,59,Regular,2021-11-02,92,3.6,True,Lima,Surco
3858,Patrick Gould,Male,36,Premium,2021-11-22,146,4.78,True,Lima,Barranco
3859,Christopher Mathis,Male,53,Regular,2025-09-22,146,3.94,True,Lima,Los Olivos
3860,Riley Franklin,Female,18,Regular,2020-07-25,72,4.2,True,Lima,Callao
3861,Whitney Schroeder,Male,56,Regular,2021-02-10,69,4.07,True,Lima,Surco
3862,Sara Larson,Male,62,Regular,2022-04-17,9,3.91,False,Lima,San Miguel
3863,Amy Johnson,Female,22,Business,2021-07-17,796,4.7,True,Lima,Miraflores
3864,Keith Richardson,Female,26,Premium,2024-09-22,259,4.54,True,Lima,Callao
3865,Michael Shields,Male,32,Regular,2023-11-17,9,4.11,False,Lima,Centro de Lima
3866,Linda Garrett,Male,45,Regular,2023-10-22,142,3.94,True,Lima,San Miguel
3867,Mark Larsen,Female,42,Regular,2025-11-13,277,4.46,True,Lima,Surco
3868,Michael Moore,Male,19,Premium,2023-10-16,173,5.0,True,Lima,Surco
3869,Mariah Stevens,Male,27,Business,2023-03-02,399,4.73,True,Lima,Centro de Lima
3870,Anthony Thomas,Male,41,Business,2021-03-30,945,4.9,True,Lima,Callao
3871,Angela Huffman,Female,35,Regular,2025-05-31,119,3.6,True,Lima,Miraflores
3872,Mrs. Nichole Hernandez,Male,46,Regular,2024-05-03,318,4.38,True,Lima,San Isidro
3873,Keith Ayala,Male,44,Regular,2024-10-08,303,3.75,True,Lima,La Molina
3874,Joseph Neal,Male,39,Regular,2020-11-04,145,3.56,True,Lima,San Miguel
3875,Lisa Morris,Male,32,Regular,2026-04-27,82,3.93,True,Lima,Surco
3876,Kristie Lopez,Male,19,Regular,2023-05-25,31,4.9,False,Lima,Callao
3877,Amber Chang,Female,54,Regular,2025-07-11,208,4.78,True,Lima,Centro de Lima
3878,Rachel Wilson,Male,41,Regular,2023-02-17,158,4.42,True,Lima,Centro de Lima
3879,Alyssa Martinez,Female,41,Regular,2022-12-26,399,3.53,True,Lima,Surco
3880,Alicia Ross,Male,34,Regular,2026-03-28,89,4.2,True,Lima,Centro de Lima
