driver_id,driver_name,gender,age,experience_years,driver_score,city,primary_zone,vehicle_type,completed_rides,driver_status,join_date
2602,Heather Gomez,Female,58,9,4.75,Lima,San Isidro,Hatchback,3561,Active,2025-06-12
2603,Jennifer Williams,Male,24,7,4.25,Lima,Los Olivos,SUV,4117,Active,2025-08-29
2604,Shawn Valdez,Female,21,6,4.02,Lima,Ate,SUV,68,Active,2023-07-01
2605,Amanda Campos,Female,31,3,4.25,Lima,San Miguel,SUV,1884,Active,2023-09-05
2606,Melissa Moon,Male,46,11,4.43,Lima,San Miguel,Hatchback,3048,Inactive,2023-03-23
2607,Karen Harrison,Male,64,5,4.26,Lima,San Isidro,SUV,3367,Active,2023-09-14
2608,Teresa Rivas,Female,57,3,3.62,Lima,Centro de Lima,Sedan,2731,Active,2026-03-04
2609,Madison Downs,Male,55,13,4.86,Lima,Los Olivos,Motorbike,2249,Active,2026-03-23
2610,Traci Bates DDS,Male,22,3,5.0,Lima,San Miguel,Sedan,1089,Inactive,2024-03-14
2611,Anthony Williams,Female,65,12,4.76,Lima,Callao,Motorbike,1932,Active,2024-11-25
2612,Teresa Miller,Female,39,11,4.04,Lima,Callao,Motorbike,1114,Active,2025-02-06
2613,Mary Rose,Male,60,9,4.42,Lima,San Isidro,Motorbike,4584,Active,2022-02-21
2614,Kathryn Reed,Female,61,9,4.5,Lima,Miraflores,Hatchback,4207,Active,2025-10-30
2615,Amanda Graham,Female,32,4,4.74,Lima,Centro de Lima,Hatchback,4506,Active,2025-12-10
2616,Richard Campbell,Male,55,13,4.77,Lima,Callao,Hatchback,1579,Active,2022-11-25
2617,Melissa Wheeler,Female,25,10,4.21,Lima,Centro de Lima,Hatchback,570,Active,2022-04-21
2618,Jeremy Kelley,Female,30,14,4.53,Lima,Ate,Hatchback,4757,Active,2023-08-08
2619,Anthony Anderson,Female,30,14,4.68,Lima,Ate,SUV,1110,Active,2026-05-01
2620,Monique Walters,Female,23,13,5.0,Lima,Ate,Sedan,4409,Active,2024-01-31
2621,Andrew Johnson,Female,32,11,4.78,Lima,Miraflores,Motorbike,1995,Active,2022-08-28
2622,Richard Miller,Female,63,15,4.82,Lima,Los Olivos,Motorbike,3002,Active,2024-09-29
2623,Tim Peterson,Male,57,1,4.53,Lima,Barranco,Motorbike,300,Active,2023-07-26
2624,Martin Williams,Female,32,13,5.0,Lima,Surco,Motorbike,2856,Active,2022-02-10
2625,Diane Wells,Female,54,7,4.66,Lima,La Molina,SUV,3823,Active,2023-07-30
2626,Franklin Torres,Male,60,5,4.16,Lima,Barranco,Motorbike,1571,Active,2022-03-30
2627,Patrick Bailey,Male,35,14,5.0,Lima,San Miguel,Hatchback,1643,Active,2023-02-07
2628,Christopher Ramirez,Male,26,11,4.78,Lima,Ate,Motorbike,2735,Active,2023-10-01
2629,Edgar Williams,Female,51,3,4.32,Lima,Barranco,SUV,2862,Active,2025-02-18
2630,Richard Medina,Female,58,4,4.31,Lima,Ate,Motorbike,1870,Active,2024-03-15
2631,Christina Logan,Female,53,2,4.62,Lima,San Miguel,Motorbike,4636,Active,2021-07-05
2632,Christine Shaw,Female,62,8,4.69,Lima,Los Olivos,Motorbike,4301,Active,2022-02-13
2633,Jermaine Castaneda,Female,41,13,4.58,Lima,Surco,SUV,4045,Active,2024-08-09
2634,David Pena,Male,40,11,4.62,Lima,San Isidro,Hatchback,1032,Active,2022-05-01
2635,Yvette Morrison,Female,31,1,5.0,Lima,Callao,SUV,1681,Active,2023-12-31
2636,Shannon Baker,Male,23,2,4.93,Lima,Los Olivos,Motorbike,3033,Active,2025-03-12
2637,Robert Murphy,Female,39,8,4.58,Lima,San Miguel,SUV,930,Active,2025-12-12
2638,Stephanie Marshall,Female,32,6,4.88,Lima,Centro de Lima,Sedan,1806,Active,2023-01-17
2639,Paul Williams,Male,48,8,4.09,Lima,Miraflores,Motorbike,2649,Inactive,2024-12-15
2640,John Carter,Female,30,12,4.66,Lima,San Isidro,Sedan,943,Active,2022-07-20
2641,David Cunningham,Male,32,8,5.0,Lima,Callao,Hatchback,3186,Active,2022-09-08
2642,Manuel Oconnell,Female,59,12,4.41,Lima,Miraflores,Motorbike,1128,Active,2024-07-16
2643,Donald Wagner,Female,36,14,4.16,Lima,Los Olivos,SUV,4262,Active,2024-09-20
2644,Timothy Hayes,Female,42,9,4.24,Lima,Miraflores,Motorbike,3557,Active,2023-08-28
2645,David Young,Female,58,9,4.06,Lima,Ate,Hatchback,3453,Active,2023-03-17
2646,Joshua Frey,Female,31,3,4.19,Lima,Ate,Motorbike,4086,Inactive,2025-05-10
2647,Charles Herring,Female,63,5,4.35,Lima,Callao,Hatchback,4484,Inactive,2022-01-31
2648,Zachary Wyatt,Male,41,13,3.94,Lima,Ate,SUV,2409,Active,2024-12-21
2649,Rickey Adams,Male,60,15,4.51,Lima,Los Olivos,Motorbike,1022,Active,2023-09-01
2650,Maurice Reeves,Male,21,15,4.86,Lima,Barranco,Motorbike,372,Active,2021-10-18
2651,Joshua Bell,Male,35,10,4.14,Lima,La Molina,SUV,1951,Active,2021-07-29
2652,Katie Williams,Female,28,13,5.0,Lima,San Isidro,SUV,2720,Active,2021-05-17
2653,Mrs. Leslie Montgomery,Male,42,8,4.7,Lima,Los Olivos,SUV,326,Active,2024-04-04
2654,Daniel Simmons Jr.,Female,39,5,4.91,Lima,Los Olivos,Hatchback,2379,Active,2025-07-09
2655,Kenneth Ruiz,Female,65,15,4.24,Lima,Centro de Lima,Hatchback,1869,Active,2022-08-14
2656,Shane Smith DVM,Male,39,11,4.84,Lima,Miraflores,SUV,3435,Active,2023-03-17
2657,Benjamin Campbell,Female,53,12,4.06,Lima,Surco,SUV,1423,Inactive,2021-08-07
2658,Lisa Murphy,Male,25,9,4.86,Lima,Ate,Sedan,1839,Active,2023-03-21
2659,Holly Bonilla,Male,33,14,4.57,Lima,La Molina,SUV,565,Active,2022-11-09
2660,James Kaufman,Male,62,1,4.72,Lima,Miraflores,Hatchback,2547,Active,2026-03-14
2661,Stephanie Luna,Female,26,9,4.03,Lima,Surco,Hatchback,2054,Active,2023-01-09
2662,Latoya Brown,Male,56,8,4.14,Lima,Ate,SUV,2876,Active,2024-04-28
2663,Adam Grant,Female,46,9,4.74,Lima,Barranco,SUV,763,Active,2025-03-06
2664,William Martin,Female,51,8,4.12,Lima,San Miguel,Motorbike,2678,Active,2026-02-16
2665,Christy Barajas,Male,45,3,4.69,Lima,San Miguel,SUV,4729,Active,2024-02-07
2666,Adam Burke,Female,53,14,3.95,Lima,Ate,SUV,3765,Active,2026-03-14
2667,Franklin Watkins,Male,46,1,4.84,Lima,Centro de Lima,Sedan,4550,Active,2022-08-21
2668,Caleb Miller,Male,32,2,4.01,Lima,La Molina,Hatchback,3795,Active,2024-08-17
2669,William Valdez,Male,34,15,4.72,Lima,Miraflores,Motorbike,4674,Active,2024-05-25
2670,Aaron Johnson,Male,30,10,4.75,Lima,Los Olivos,SUV,4693,Inactive,2025-10-11
2671,Samantha Martinez,Male,48,13,4.22,Lima,Surco,SUV,2728,Active,2026-01-26
2672,Valerie Wilkins,Female,30,4,4.73,Lima,San Miguel,SUV,1414,Active,2024-05-26
2673,Michael Wolf,Female,55,4,4.6,Lima,Surco,Hatchback,2673,Active,2024-10-27
2674,Katie Mercer,Male,62,8,4.28,Lima,Barranco,Hatchback,4089,Active,2025-11-14
2675,Alex Williamson,Female,22,10,4.1,Lima,Surco,Hatchback,2774,Active,2022-07-03
2676,Ann Smith,Female,28,3,3.71,Lima,Miraflores,SUV,3710,Active,2021-09-20
2677,Glenn Baker,Male,49,2,4.64,Lima,San Miguel,SUV,1377,Active,2025-01-06
2678,Sierra Travis,Female,59,8,3.87,Lima,San Isidro,SUV,4367,Active,2022-06-09
2679,Shaun Hull,Male,41,3,4.54,Lima,Barranco,SUV,4797,Active,2025-04-17
2680,Tony Carrillo,Male,64,13,4.39,Lima,San Miguel,Hatchback,857,Active,2024-12-14
2681,Lori Garcia,Male,24,9,4.77,Lima,Miraflores,Sedan,1593,Active,2025-07-16
2682,Dr. Lauren Turner,Female,56,8,4.38,Lima,San Miguel,SUV,3864,Active,2023-04-08
2683,Christina Austin,Female,44,11,4.37,Lima,Barranco,SUV,4263,Active,2022-03-18
2684,Hector Rios,Male,46,15,4.79,Lima,La Molina,Sedan,548,Active,2025-07-10
2685,Manuel Hardy,Male,40,4,4.63,Lima,Callao,Motorbike,3227,Active,2022-08-12
2686,Becky Walker,Male,25,6,4.63,Lima,Callao,Sedan,1385,Active,2023-08-11
2687,Joseph Kelly,Male,30,11,4.69,Lima,Callao,Motorbike,4778,Active,2021-12-26
2688,Zachary Davis,Female,26,5,3.89,Lima,Surco,SUV,1678,Active,2025-04-11
2689,Patricia Brown,Female,33,15,4.8,Lima,Centro de Lima,Sedan,90,Active,2024-03-03
2690,James Hart,Male,58,8,4.74,Lima,Barranco,Hatchback,811,Active,2022-04-23
2691,Ricardo Macias,Male,30,12,4.09,Lima,La Molina,SUV,1293,Active,2022-09-02
2692,Jacob Fernandez,Female,64,15,4.4,Lima,Centro de Lima,SUV,3821,Active,2023-05-10
2693,Brian Hicks,Male,59,13,4.48,Lima,San Isidro,Hatchback,781,Active,2022-06-16
2694,Franklin Massey,Male,29,15,4.45,Lima,San Isidro,Sedan,1530,Active,2025-12-24
2695,Jesse Simpson,Female,42,11,4.63,Lima,La Molina,SUV,4384,Inactive,2024-01-25
2696,Lisa Frank,Male,34,1,5.0,Lima,Los Olivos,Hatchback,2455,Active,2026-04-16
2697,Daniel Castillo,Female,55,1,4.93,Lima,Surco,Sedan,1515,Active,2023-09-23
2698,Andrew Rogers,Male,39,3,3.98,Lima,Surco,Sedan,872,Active,2021-06-06
2699,Lisa King,Male,64,7,4.75,Lima,San Miguel,Sedan,4349,Active,2022-02-27
2700,Mrs. Grace Miller,Female,41,3,5.0,Lima,Los Olivos,SUV,1279,Active,2024-01-10
2701,Laura Cameron,Female,58,4,4.65,Lima,Los Olivos,Sedan,3054,Active,2024-01-17
2702,Jill Wallace,Female,62,1,4.94,Lima,Barranco,Hatchback,1808,Active,2022-11-26
2703,Nicole Garcia,Male,27,4,5.0,Lima,Barranco,Motorbike,3766,Active,2023-06-28
2704,Michael Johnson,Female,43,9,4.91,Lima,Los Olivos,Motorbike,2725,Active,2025-11-04
2705,Micheal Wilson,Female,29,4,4.6,Lima,San Isidro,SUV,271,Active,2025-10-09
2706,Mark Walker,Female,51,15,4.92,Lima,San Isidro,Motorbike,490,Active,2022-01-17
2707,Joel Escobar,Female,51,4,4.56,Lima,Surco,Sedan,4617,Active,2023-02-20
2708,Christopher Robertson,Male,60,1,4.51,Lima,Los Olivos,Hatchback,3679,Active,2025-09-04
2709,Lori Wood,Male,22,7,4.36,Lima,Barranco,Motorbike,1919,Active,2024-11-20
2710,Jennifer Wilson,Female,27,6,5.0,Lima,Barranco,Sedan,2666,Active,2022-04-19
2711,Michelle Stephens,Male,39,1,4.17,Lima,San Isidro,Sedan,2095,Active,2024-06-08
2712,William Goodwin,Female,46,8,5.0,Lima,San Miguel,Hatchback,4673,Active,2025-06-15
2713,Donna Simmons MD,Female,40,10,4.7,Lima,Centro de Lima,Motorbike,581,Active,2023-03-07
2714,Tara Burnett,Male,48,14,3.94,Lima,Surco,Hatchback,1462,Active,2022-07-21
2715,Johnny Holt,Female,29,14,4.65,Lima,Los Olivos,Sedan,2107,Active,2024-01-14
2716,Amanda Reed,Male,56,1,3.66,Lima,Miraflores,SUV,1020,Active,2024-10-29
2717,Mrs. Anne Cummings,Male,47,9,4.75,Lima,Centro de Lima,Hatchback,1932,Active,2024-10-02
2718,Julie Strong,Female,26,8,4.85,Lima,Ate,Sedan,1376,Active,2023-07-28
2719,Stephanie Bonilla,Female,54,2,4.26,Lima,San Isidro,SUV,3050,Active,2022-11-02
2720,Adam Howard,Female,27,6,4.55,Lima,San Isidro,SUV,548,Active,2023-01-19
2721,Roger Taylor,Male,47,8,5.0,Lima,Miraflores,Hatchback,882,Active,2024-09-18
2722,Jennifer Acevedo,Female,42,2,4.3,Lima,San Miguel,Motorbike,441,Active,2021-08-26
2723,Claudia Miller,Male,33,13,4.08,Lima,San Isidro,SUV,3331,Active,2022-04-01
2724,James Nolan,Female,57,7,5.0,Lima,Ate,Motorbike,1538,Active,2022-11-14
2725,Michelle Ross,Female,48,10,5.0,Lima,Miraflores,SUV,2128,Active,2022-01-17
2726,Andrea Holt,Male,21,6,4.5,Lima,Callao,Hatchback,1679,Active,2022-06-28
2727,Emily Franklin,Female,49,15,4.9,Lima,Los Olivos,Hatchback,2132,Active,2024-12-28
2728,Vanessa Thomas,Male,26,6,5.0,Lima,Ate,SUV,4843,Active,2023-03-28
2729,Shawn Fitzpatrick,Male,65,14,4.2,Lima,Miraflores,Sedan,3941,Inactive,2021-10-19
2730,Sandra Paul,Male,46,7,4.31,Lima,Surco,Motorbike,3536,Active,2023-12-28
2731,David Green DDS,Male,22,13,4.99,Lima,Miraflores,Hatchback,605,Active,2026-01-11
2732,Brandon Weaver,Female,63,8,5.0,Lima,Miraflores,Sedan,1068,Active,2024-12-10
2733,Jennifer James,Male,37,10,4.73,Lima,Callao,Motorbike,1982,Active,2025-08-11
2734,Jessica Lopez,Female,41,4,4.15,Lima,Barranco,Sedan,588,Active,2022-08-22
2735,Kirsten Newton,Female,59,9,5.0,Lima,Callao,Hatchback,360,Inactive,2024-07-01
2736,Bryan Lawson,Female,46,13,4.29,Lima,La Molina,Sedan,4385,Active,2023-03-25
2737,Willie Reyes II,Female,58,8,4.37,Lima,Los Olivos,Motorbike,1035,Active,2024-04-24
2738,Jeffrey Young,Male,45,2,4.64,Lima,Centro de Lima,Motorbike,1266,Inactive,2023-05-05
2739,Dr. Tyler Fields,Female,52,8,5.0,Lima,La Molina,SUV,4727,Active,2022-05-03
2740,Amanda Reed,Male,41,7,4.84,Lima,Ate,Motorbike,1549,Active,2026-05-06
2741,Timothy Richards,Male,28,10,4.67,Lima,San Isidro,Motorbike,3704,Active,2024-04-17
2742,Brian Barber,Male,48,14,4.69,Lima,La Molina,Hatchback,1193,Active,2025-02-12
2743,Christopher Singleton,Male,50,14,4.52,Lima,San Isidro,Sedan,4478,Active,2025-08-26
2744,James Riddle,Female,31,11,4.72,Lima,San Isidro,Sedan,274,Active,2021-10-15
2745,Brandon Key,Female,64,12,3.49,Lima,Barranco,Sedan,4732,Active,2021-08-28
2746,Robert Collins,Female,49,1,4.38,Lima,Ate,Sedan,4453,Active,2025-12-02
2747,Tiffany Davis,Female,25,9,4.6,Lima,Surco,SUV,3318,Active,2026-02-22
2748,Kelly White,Male,28,8,4.04,Lima,Callao,Hatchback,2966,Inactive,2022-07-17
2749,Jenna Lane,Male,44,8,4.65,Lima,Miraflores,Sedan,144,Active,2024-09-26
2750,Tammy Lawrence,Female,23,7,4.42,Lima,Centro de Lima,Sedan,3935,Active,2025-06-20
2751,Timothy Sullivan,Female,32,14,5.0,Lima,Callao,Sedan,1597,Active,2023-06-06
2752,Debra Stanley,Male,46,2,5.0,Lima,Ate,Hatchback,738,Active,2024-02-01
2753,Brooke Young,Female,58,5,4.31,Lima,Ate,SUV,1404,Active,2022-01-01
2754,James Suarez,Male,46,10,4.44,Lima,Surco,Sedan,3958,Active,2022-03-18
2755,Charles Johnson,Female,35,12,4.47,Lima,San Isidro,Hatchback,1015,Active,2024-10-01
2756,Elizabeth Ward,Male,48,1,4.32,Lima,Barranco,Hatchback,4099,Active,2023-09-29
2757,Kathy Carroll,Male,65,9,4.58,Lima,San Miguel,Hatchback,4622,Active,2023-10-24
2758,James Wilson,Male,50,10,4.2,Lima,Surco,Sedan,3311,Active,2024-06-28
2759,Christopher Davis,Female,47,12,4.05,Lima,Los Olivos,SUV,2368,Active,2021-11-10
2760,Erica James,Female,60,7,4.75,Lima,Centro de Lima,Motorbike,259,Active,2022-11-27
2761,Rachel Cooper,Female,49,1,4.75,Lima,San Isidro,Hatchback,1302,Active,2023-09-05
2762,Caleb Harris,Female,43,10,4.18,Lima,Surco,SUV,2041,Active,2024-09-19
2763,Elizabeth Jimenez,Female,57,13,4.86,Lima,Ate,Hatchback,1868,Active,2025-12-18
2764,Zachary Campbell,Female,53,4,4.25,Lima,Barranco,Motorbike,386,Active,2021-06-19
2765,Chad Johns,Female,30,13,4.6,Lima,Callao,Sedan,4368,Active,2025-08-31
2766,Nicholas Delgado,Male,60,14,4.83,Lima,Surco,Sedan,569,Active,2025-09-12
2767,Brenda Parker,Female,28,10,4.49,Lima,Callao,SUV,2083,Inactive,2022-10-30
2768,Jeffrey Walker,Male,34,12,4.68,Lima,La Molina,SUV,3387,Active,2022-04-23
2769,Alex Garcia,Female,47,15,4.29,Lima,Barranco,SUV,53,Active,2022-02-20
2770,Howard Smith,Male,37,6,4.42,Lima,Los Olivos,Motorbike,4607,Active,2024-06-14
2771,Jodi Knox,Female,65,1,4.42,Lima,Surco,Motorbike,1406,Active,2025-07-24
2772,Joshua Woods MD,Female,37,2,4.2,Lima,San Miguel,Sedan,847,Active,2025-01-13
2773,Kristen Fisher,Male,65,5,4.43,Lima,Callao,Hatchback,2291,Active,2024-11-09
2774,Patrick Brown,Male,25,8,3.88,Lima,Ate,SUV,4016,Active,2025-10-29
2775,Tiffany Davis,Male,59,9,4.3,Lima,Ate,Sedan,4745,Active,2024-05-13
2776,Alejandra Valdez,Male,50,14,4.39,Lima,San Isidro,Motorbike,4565,Active,2023-09-23
2777,April Brown,Male,38,7,4.4,Lima,La Molina,Motorbike,4285,Active,2024-01-31
2778,Ann Alvarado,Female,46,11,4.4,Lima,Ate,Hatchback,3134,Active,2024-10-01
2779,Richard Baldwin,Female,55,10,4.48,Lima,Callao,Hatchback,2089,Active,2025-08-03
2780,Kevin Mullins,Female,53,7,4.69,Lima,San Isidro,Motorbike,4696,Active,2022-02-10
2781,Janice Elliott,Male,37,6,4.85,Lima,San Isidro,SUV,453,Active,2021-05-31
2782,Dustin Graham,Female,64,3,4.24,Lima,San Miguel,SUV,529,Active,2022-01-06
2783,Cindy Patrick,Female,45,15,4.02,Lima,San Isidro,Sedan,414,Active,2023-11-09
2784,James Brown,Male,48,11,4.08,Lima,Callao,Hatchback,556,Active,2021-06-05
2785,Justin Wilson,Male,41,4,4.31,Lima,San Isidro,Motorbike,3415,Active,2023-10-01
2786,Jennifer Best,Female,59,1,4.36,Lima,Miraflores,Sedan,3154,Active,2026-04-03
2787,Mrs. Krista Brown,Female,62,11,4.19,Lima,Barranco,Motorbike,4739,Active,2021-06-24
2788,Amy Williams,Male,58,5,3.98,Lima,Surco,Hatchback,1515,Inactive,2025-04-08
2789,Heidi Yates,Female,64,14,4.32,Lima,Los Olivos,Hatchback,2294,Active,2023-09-10
2790,William King,Female,41,13,4.57,Lima,Barranco,Sedan,3620,Active,2022-03-08
2791,Natalie Wilkinson,Female,40,6,4.74,Lima,Centro de Lima,Hatchback,3520,Active,2022-05-27
2792,David Evans,Female,22,10,4.28,Lima,San Miguel,SUV,3741,Active,2025-07-08
2793,Nicole Horn,Female,53,13,4.33,Lima,Barranco,SUV,286,Active,2025-07-12
2794,Jacob Anderson,Female,44,5,4.13,Lima,Barranco,SUV,3363,Active,2024-06-08
2795,Angela Stafford,Male,42,12,4.49,Lima,San Isidro,Hatchback,2419,Active,2025-04-25
2796,Geoffrey Andersen,Male,59,10,4.16,Lima,Miraflores,Sedan,2892,Active,2022-12-23
2797,Daniel Murphy,Male,64,7,4.73,Lima,San Isidro,SUV,1362,Active,2025-01-11
2798,Joshua Case,Female,32,13,3.79,Lima,Centro de Lima,Hatchback,3752,Active,2025-05-25
2799,Sandra Downs,Male,29,13,4.36,Lima,Los Olivos,Sedan,2638,Active,2023-01-12
2800,Joseph Brown,Male,32,5,4.62,Lima,San Miguel,Motorbike,868,Active,2024-10-16
2801,Christopher Foley,Male,54,11,4.57,Lima,Miraflores,Sedan,3230,Active,2022-05-09
2802,Samantha Avila,Female,58,9,5.0,Lima,Centro de Lima,SUV,3294,Active,2024-03-22
2803,Deanna Reeves,Female,26,3,4.64,Lima,Centro de Lima,Sedan,4783,Inactive,2025-07-30
2804,Bradley Elliott,Female,38,8,4.1,Lima,Surco,SUV,1155,Active,2024-02-25
2805,Kerry Wolfe,Male,48,2,4.46,Lima,Barranco,Sedan,1256,Active,2021-12-09
2806,Jessica Martin,Female,37,4,3.79,Lima,La Molina,Hatchback,3971,Active,2025-03-14
2807,David Harrison,Male,58,12,4.47,Lima,Centro de Lima,Motorbike,3211,Inactive,2023-06-11
2808,Sandra Miller,Female,61,3,4.17,Lima,Ate,SUV,3068,Active,2024-12-26
2809,Mary Wells,Male,28,11,4.87,Lima,Ate,Motorbike,4616,Active,2025-04-13
2810,Pamela Dawson,Male,44,13,4.28,Lima,Miraflores,Hatchback,2248,Active,2025-05-17
2811,Lisa Foster,Female,62,6,4.45,Lima,San Miguel,SUV,2386,Active,2021-08-24
2812,Ricardo Wilson,Male,25,2,4.25,Lima,Barranco,Hatchback,1196,Active,2024-02-20
2813,John Johnson,Male,55,10,5.0,Lima,Centro de Lima,Hatchback,4074,Active,2026-05-12
2814,Susan Myers,Male,46,13,4.37,Lima,Surco,SUV,1739,Active,2025-11-28
2815,Mr. Trevor Hinton MD,Female,22,4,5.0,Lima,Barranco,Sedan,4597,Active,2023-03-14
2816,Deanna Phillips,Male,43,12,4.83,Lima,San Isidro,Hatchback,153,Inactive,2024-12-01
2817,Sarah Flores,Male,23,5,4.69,Lima,Miraflores,Hatchback,2744,Active,2021-12-04
2818,Timothy Burns,Male,35,6,4.65,Lima,Surco,SUV,4517,Active,2021-07-30
2819,Sherri Mendoza,Male,35,15,4.66,Lima,Miraflores,Sedan,2553,Active,2023-10-02
2820,Kirsten Hardin,Female,46,8,3.73,Lima,Ate,Sedan,3934,Active,2025-07-15
2821,James Jackson,Female,43,3,4.39,Lima,Surco,Motorbike,2334,Active,2022-05-31
2822,Dana Hendricks,Male,48,1,4.84,Lima,Ate,Motorbike,4405,Active,2021-07-09
2823,Rachael Chambers,Female,51,10,4.48,Lima,Ate,Sedan,1831,Active,2022-07-07
2824,Michael Wallace,Male,64,11,3.94,Lima,Callao,Sedan,2675,Active,2024-03-25
2825,Tyler Arnold,Female,50,9,4.48,Lima,Ate,Hatchback,4248,Active,2024-07-21
2826,Nicholas Barnes,Male,57,10,5.0,Lima,Callao,Sedan,3536,Active,2026-04-22
2827,Michael Perez,Male,41,8,5.0,Lima,Centro de Lima,Sedan,4791,Active,2024-05-28
2828,James Nguyen,Female,49,11,4.48,Lima,Los Olivos,SUV,1176,Active,2024-10-14
2829,Wyatt Archer,Female,26,14,4.88,Lima,Surco,SUV,4950,Active,2023-11-15
2830,Katie Zamora,Male,34,14,4.35,Lima,Callao,Hatchback,4610,Active,2023-10-09
2831,Stephen Anderson,Male,36,4,3.82,Lima,Barranco,Sedan,4703,Inactive,2025-01-10
2832,Jeffrey Cantu,Male,63,9,4.13,Lima,Los Olivos,SUV,4145,Inactive,2023-11-16
2833,Dr. John Gonzalez MD,Male,57,4,5.0,Lima,Callao,SUV,1462,Active,2024-12-06
2834,James Andrade,Male,28,1,4.39,Lima,Barranco,SUV,1008,Active,2025-11-11
2835,Nicholas Suarez,Female,21,1,4.4,Lima,Centro de Lima,Hatchback,566,Active,2024-06-27
2836,Julie Martinez,Female,23,15,4.38,Lima,Los Olivos,Sedan,294,Active,2023-07-23
2837,Lisa French,Male,26,14,5.0,Lima,San Miguel,Hatchback,2470,Active,2022-07-17
2838,Kenneth Miller,Female,39,1,5.0,Lima,San Miguel,SUV,1977,Active,2021-09-30
2839,Wendy Lynn,Male,26,10,5.0,Lima,Centro de Lima,Motorbike,4230,Active,2022-03-05
2840,Christopher Terry,Male,56,11,4.44,Lima,San Miguel,Motorbike,1182,Active,2024-02-12
2841,Kenneth Lester,Male,58,6,4.62,Lima,Miraflores,SUV,850,Active,2022-03-17
2842,Shannon Costa,Male,22,8,3.89,Lima,Miraflores,Motorbike,3361,Active,2022-08-12
2843,Kelly Gonzalez MD,Female,38,6,5.0,Lima,Centro de Lima,Sedan,4869,Active,2023-03-06
2844,Dr. Elizabeth Jones,Female,65,1,4.03,Lima,Los Olivos,Hatchback,3620,Active,2025-08-07
2845,Steven Flores,Female,25,1,4.59,Lima,Surco,Sedan,3269,Active,2025-08-20
2846,Teresa Murillo,Female,35,5,4.06,Lima,Ate,Motorbike,62,Active,2022-02-01
2847,Rebecca Hammond,Female,60,14,4.26,Lima,Callao,Hatchback,4895,Active,2023-05-09
2848,Manuel Patterson,Male,60,1,4.17,Lima,Los Olivos,Hatchback,3058,Active,2025-01-10
2849,George Cooper,Female,39,9,4.26,Lima,Ate,Hatchback,1203,Active,2023-05-07
2850,Zoe Soto,Male,59,8,4.28,Lima,Ate,Hatchback,176,Active,2025-03-06
2851,Shelby Miller,Male,54,15,4.28,Lima,Centro de Lima,Hatchback,4684,Active,2025-11-04
2852,Shirley Ruiz,Female,25,6,4.83,Lima,Callao,Hatchback,300,Active,2024-12-08
2853,Nicole Odom,Female,50,14,4.06,Lima,Los Olivos,Sedan,685,Active,2025-10-22
2854,Shannon Williams,Male,36,3,4.59,Lima,Barranco,Hatchback,232,Active,2023-12-14
2855,Stephanie Schmidt,Male,43,8,4.99,Lima,Los Olivos,Sedan,4326,Active,2022-05-16
2856,Kimberly Snyder,Female,26,9,4.29,Lima,Barranco,Sedan,97,Active,2025-04-08
2857,Bryan Martinez,Female,44,6,4.21,Lima,San Isidro,Hatchback,4231,Active,2025-10-15
2858,Karen Sharp,Male,39,12,4.41,Lima,Centro de Lima,Motorbike,789,Active,2025-05-30
2859,Rebecca Sanchez,Male,32,13,4.97,Lima,Ate,SUV,661,Active,2021-09-12
2860,Brandon Rosales,Female,59,12,4.58,Lima,Barranco,Hatchback,4901,Active,2022-12-13
2861,April Porter,Female,31,3,4.29,Lima,San Miguel,Sedan,4991,Active,2023-08-29
2862,David Bates,Female,37,12,4.69,Lima,Barranco,Sedan,3051,Active,2023-07-23
2863,James Scott,Female,43,11,4.06,Lima,Centro de Lima,Sedan,2455,Active,2025-06-01
2864,Michael Parker,Male,53,3,4.77,Lima,Barranco,Motorbike,73,Active,2022-07-17
2865,Stephanie Marshall,Male,21,12,4.66,Lima,Miraflores,Sedan,4756,Active,2024-09-06
2866,Jonathan Flowers,Female,35,15,4.38,Lima,Surco,Sedan,2853,Active,2022-03-18
2867,Brittany Wilkins,Female,34,14,4.16,Lima,Centro de Lima,SUV,1164,Active,2025-05-09
2868,Steven Bennett,Female,56,10,4.15,Lima,Miraflores,Sedan,2737,Active,2024-08-30
2869,John Smith,Male,54,11,4.71,Lima,Barranco,Motorbike,4282,Active,2023-06-04
2870,Jose Smith,Female,36,2,4.99,Lima,San Isidro,Hatchback,1166,Inactive,2023-10-03
2871,Aaron Alexander,Male,55,15,4.25,Lima,Centro de Lima,Sedan,3106,Active,2022-11-19
2872,Whitney Bailey,Male,43,9,4.68,Lima,San Isidro,Motorbike,533,Inactive,2026-04-16
2873,Jill Blankenship,Male,60,3,3.67,Lima,San Isidro,Motorbike,3849,Active,2025-09-27
2874,Phillip Clements,Female,26,12,4.27,Lima,La Molina,Hatchback,407,Active,2026-04-16
2875,Brittany Pope,Male,57,3,4.49,Lima,Miraflores,Hatchback,1685,Active,2023-08-05
2876,Anthony Craig,Male,48,10,4.14,Lima,Miraflores,Hatchback,2621,Active,2023-09-03
2877,Susan Gomez,Female,65,14,4.13,Lima,Ate,Motorbike,759,Active,2022-06-12
2878,Jamie Bush,Female,35,13,4.23,Lima,Los Olivos,SUV,1203,Active,2025-01-25
2879,Antonio Anderson,Female,47,6,4.62,Lima,Surco,Hatchback,1127,Active,2025-10-15
